epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,220.919,0.67817,1.22147,1.08449,0.83623,0.7764,0.92837,0.81456,0.47482,1.98698,0.96717,0.000734405,0.000734405,0.000734405
25,230.207,0.51528,0.98658,1.00107,0.64257,0.72456,0.8595,0.7142,0.52683,1.87755,1.04002,0.000745082,0.000745082,0.000745082
26,239.245,0.48167,1.1798,0.98034,0.784,0.63333,0.84064,0.67699,0.60678,1.94445,1.15156,0.000754109,0.000754109,0.000754109
27,248.339,0.51728,0.99438,1.01219,0.68774,0.74434,0.8369,0.66831,0.59663,1.86655,1.11886,0.000761486,0.000761486,0.000761486
28,257.526,0.48734,0.9529,0.98527,0.90068,0.74316,0.86434,0.71559,0.55678,1.88232,1.05194,0.000767212,0.000767212,0.000767212
29,266.752,0.55131,1.0987,0.98624,0.90068,0.74316,0.86434,0.71559,0.55678,1.88232,1.05194,0.000771288,0.000771288,0.000771288
30,275.79,0.50847,1.05701,0.9465,0.77026,0.79652,0.87327,0.75363,0.49696,1.86737,0.93982,0.000773713,0.000773713,0.000773713
31,284.643,0.55108,0.99605,0.9714,0.77792,0.9236,0.91086,0.79622,0.51014,1.6869,1.00164,0.000774488,0.000774488,0.000774488
32,293.639,0.50125,1.01247,0.96057,0.81243,0.97118,0.89694,0.7807,0.54599,1.70834,1.10669,0.000773613,0.000773613,0.000773613
33,302.332,0.48594,1.01929,0.97288,0.81243,0.97118,0.89694,0.7807,0.54599,1.70834,1.10669,0.000771088,0.000771088,0.000771088
34,311.317,0.57868,0.97488,1.05374,0.86099,0.9468,0.91695,0.80785,0.53104,1.71324,1.07585,0.000759318,0.000759318,0.000759318
35,319.948,0.6166,1.63694,1.05665,0.95998,0.88914,0.97805,0.86318,0.49648,1.68084,1.02847,0.000731813,0.000731813,0.000731813
36,328.843,0.4688,0.83423,1.01338,0.84605,0.90571,0.94466,0.83105,0.49663,1.86643,1.00803,0.000704307,0.000704307,0.000704307
37,337.466,0.48283,1.00842,0.96544,0.84605,0.90571,0.94466,0.83105,0.49663,1.86643,1.00803,0.000676802,0.000676802,0.000676802
38,346.238,0.46781,0.86106,0.94629,0.94976,0.77739,0.94757,0.80829,0.55854,2.02911,1.08756,0.000649297,0.000649297,0.000649297
39,354.843,0.48114,1.02081,0.92849,0.99605,0.86809,0.94554,0.81015,0.5661,1.95712,1.15904,0.000621791,0.000621791,0.000621791
40,363.576,0.43656,0.96814,0.89705,0.95955,0.8432,0.93541,0.81249,0.53324,1.6758,1.14171,0.000594286,0.000594286,0.000594286
41,372.141,0.49047,1.07429,1.0456,0.95955,0.8432,0.93541,0.81249,0.53324,1.6758,1.14171,0.00056678,0.00056678,0.00056678
42,380.899,0.42785,0.9771,0.93122,0.95814,0.91817,0.94662,0.85977,0.48572,1.46952,1.10499,0.000539275,0.000539275,0.000539275
43,389.682,0.49618,0.95649,0.99758,0.98881,0.96691,0.985,0.89956,0.47832,1.32073,1.05802,0.000511769,0.000511769,0.000511769
44,398.846,0.41247,0.82604,0.96237,0.96463,0.98281,0.99406,0.90077,0.47043,1.22401,1.013,0.000484263,0.000484263,0.000484263
45,407.601,0.451,0.85488,0.92746,0.96463,0.98281,0.99406,0.90077,0.47043,1.22401,1.013,0.000456758,0.000456758,0.000456758
46,416.626,0.5748,0.98794,1.07763,0.95884,0.9821,0.99406,0.9035,0.42925,1.19548,0.95152,0.000429253,0.000429253,0.000429253
47,425.44,0.43711,0.81638,0.93485,0.96217,0.97554,0.99123,0.91437,0.40473,1.14684,0.93481,0.000401747,0.000401747,0.000401747
48,434.217,0.56461,0.99049,1.00378,0.96373,0.99868,0.99009,0.9138,0.40355,1.12573,0.92903,0.000374242,0.000374242,0.000374242
49,442.872,0.46528,0.8733,0.92683,0.96373,0.99868,0.99009,0.9138,0.40355,1.12573,0.92903,0.000346736,0.000346736,0.000346736
50,451.786,0.45653,0.9218,0.97175,0.97995,1,0.99081,0.92143,0.40846,1.08348,0.93283,0.000319231,0.000319231,0.000319231
51,460.88,0.41934,1.20313,0.91024,0.97834,1,0.98968,0.92048,0.41933,1.09524,0.94354,0.000291725,0.000291725,0.000291725
52,469.828,0.37038,1.17065,0.97724,0.98416,0.96844,0.99364,0.91066,0.42015,1.12366,0.9663,0.00026422,0.00026422,0.00026422
53,478.695,0.33858,1.05716,0.87403,0.98416,0.96844,0.99364,0.91066,0.42015,1.12366,0.9663,0.000236714,0.000236714,0.000236714
54,487.221,0.44867,1.36833,1.03447,0.93213,0.96667,0.97771,0.90045,0.41042,1.16811,0.97332,0.000209209,0.000209209,0.000209209
55,495.766,0.39331,1.33005,0.86804,0.93119,0.9724,0.98412,0.90542,0.39474,1.21169,0.95566,0.000181703,0.000181703,0.000181703
56,504.35,0.34096,1.07762,0.86014,0.95926,0.96667,0.97971,0.90527,0.38412,1.25073,0.94294,0.000154198,0.000154198,0.000154198
57,512.792,0.33958,1.11219,1.01423,0.95926,0.96667,0.97971,0.90527,0.38412,1.25073,0.94294,0.000126692,0.000126692,0.000126692
58,521.371,0.32207,1.06074,0.90106,0.96439,0.97502,0.9854,0.92752,0.37121,1.21835,0.92578,9.91865e-05,9.91865e-05,9.91865e-05
59,530.194,0.37278,1.10513,0.91455,0.95906,0.9952,0.98588,0.94293,0.35614,1.17099,0.90025,7.1681e-05,7.1681e-05,7.1681e-05
60,538.91,0.76569,1.63141,1.34464,0.95973,1,0.99324,0.94435,0.34595,1.12849,0.88065,4.41755e-05,4.41755e-05,4.41755e-05
