epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,144.129,0.54244,1.3282,0.95766,0.00499,1,0.67964,0.59764,0.45508,3.07559,0.87497,0.000405551,0.000405551,0.000405551
21,151.304,0.61297,1.46299,1.06388,0.00506,1,0.69202,0.60139,0.4417,3.03758,0.84719,0.000412816,0.000412816,0.000412816
22,158.435,0.49237,1.3348,1.00353,0.00506,1,0.71637,0.62453,0.44939,2.98229,0.85664,0.00041876,0.00041876,0.00041876
23,165.721,0.59603,1.21309,1.02925,0.98965,0.2993,0.71067,0.62967,0.44667,2.908,0.86672,0.000423385,0.000423385,0.000423385
24,172.847,0.47369,1.08269,0.99401,1,0.21659,0.68774,0.6244,0.42375,2.84872,0.84815,0.000426689,0.000426689,0.000426689
25,180.063,0.54654,1.24405,1.02493,0.96822,0.26106,0.75824,0.69828,0.40057,2.8241,0.83496,0.000428672,0.000428672,0.000428672
26,187.193,0.50314,0.99938,0.99057,0.94756,0.25559,0.80055,0.70577,0.43013,2.82366,0.86719,0.000429336,0.000429336,0.000429336
27,194.466,0.44123,1.05003,0.967,0.94949,0.2696,0.8805,0.74548,0.45312,2.85319,0.91693,0.000428679,0.000428679,0.000428679
28,201.45,0.49358,1.11488,1.06098,0.94949,0.2696,0.8805,0.74548,0.45312,2.85319,0.91693,0.000426702,0.000426702,0.000426702
29,208.569,0.42501,0.91208,0.93073,0.91865,0.20025,0.89937,0.76104,0.46105,2.87352,0.91936,0.000423405,0.000423405,0.000423405
30,215.797,0.46686,0.98078,0.97737,1,0.26553,0.86334,0.7284,0.48037,2.86637,0.92602,0.000418787,0.000418787,0.000418787
31,223.043,0.42906,0.97758,0.96244,1,0.26553,0.86334,0.7284,0.48037,2.86637,0.92602,0.000412849,0.000412849,0.000412849
32,230.247,0.4653,1.03652,0.94697,0.99602,0.32018,0.782,0.65419,0.48118,2.83527,0.93798,0.000405591,0.000405591,0.000405591
33,237.509,0.44277,0.96016,0.97475,0.94469,0.41548,0.75835,0.61562,0.48215,2.79092,0.96726,0.000397013,0.000397013,0.000397013
34,244.81,0.47569,0.96835,0.97106,0.94469,0.41548,0.75835,0.61562,0.48215,2.79092,0.96726,0.000387114,0.000387114,0.000387114
35,252.24,0.45293,0.98534,0.96893,0.91796,0.47879,0.80251,0.68181,0.45813,2.70082,0.96121,0.000375895,0.000375895,0.000375895
36,259.492,0.44997,0.89438,0.94525,0.94548,0.54615,0.86784,0.7731,0.41319,2.61643,0.90962,0.000363356,0.000363356,0.000363356
37,266.755,0.44117,0.86478,0.9459,0.94548,0.54615,0.86784,0.7731,0.41319,2.61643,0.90962,0.000349497,0.000349497,0.000349497
38,273.84,0.42639,0.86383,0.95438,0.91669,0.72308,0.94528,0.88037,0.36141,2.48331,0.85818,0.000334317,0.000334317,0.000334317
39,281.101,0.41813,0.87536,0.95262,0.96726,0.85635,0.97173,0.9157,0.33196,2.34643,0.83484,0.000317817,0.000317817,0.000317817
40,288.145,0.44151,0.98964,0.94528,0.96726,0.85635,0.97173,0.9157,0.33196,2.34643,0.83484,0.000299997,0.000299997,0.000299997
41,295.411,0.41166,1.40175,0.93052,1,0.8644,0.98516,0.93056,0.3223,2.28057,0.81875,0.000280856,0.000280856,0.000280856
42,302.658,0.33766,1.31533,0.88299,0.96478,0.94048,0.98337,0.9159,0.3612,2.26889,0.8534,0.000260395,0.000260395,0.000260395
43,310.017,0.3585,1.22484,0.89032,0.96478,0.94048,0.98337,0.9159,0.3612,2.26889,0.8534,0.000238614,0.000238614,0.000238614
44,317.257,0.34722,1.33198,0.90679,0.94218,0.91936,0.96775,0.89884,0.3859,2.28996,0.90279,0.000215513,0.000215513,0.000215513
45,324.113,0.34103,1.16932,0.89509,0.94218,0.91936,0.96775,0.89884,0.3859,2.28996,0.90279,0.000191092,0.000191092,0.000191092
46,331.048,0.35073,1.22507,0.95746,0.95507,0.90281,0.96661,0.91223,0.38054,2.33872,0.90246,0.00016535,0.00016535,0.00016535
47,337.989,0.30794,1.24845,0.85558,0.95507,0.90281,0.96661,0.91223,0.38054,2.33872,0.90246,0.000138288,0.000138288,0.000138288
48,345.227,0.30294,1.215,0.85935,0.9848,0.92378,0.97656,0.93185,0.35976,2.32242,0.87501,0.000109905,0.000109905,0.000109905
49,352.147,0.32152,1.23685,0.87314,0.9848,0.92378,0.97656,0.93185,0.35976,2.32242,0.87501,8.02027e-05,8.02027e-05,8.02027e-05
50,359.307,0.33269,1.26377,0.87576,0.9965,0.95167,0.98752,0.94289,0.33674,2.23141,0.84814,4.91798e-05,4.91798e-05,4.91798e-05
